"Well";"replno";"smpltp";"templvol";"QtyID";"WellType";"Replicate";"ThresholddRn";"CtdRn";"Quantitycopies";"RSqdRn";"SlopedRn";"qpcrno";"MONISprojectno";"AssayID";"speciesabbr";"plateno";"qpcrrundate";"smplNo";"smplNo02";"Unikt.prøvesæt.nummer";"Noter.på.plastic.posen";"Konc.målt.på.Qubit._ng.uL";"Dato.for.ekstraktion";"Ekstraktionsnummer";"Noter2";"Elueringvolumen.AE.buffer.uL";"Sub_Nmb_for_extraction";"Dato_for_indsml";"X.Noter2";"U_Pr_Nr";"MSTno_di";"wdt";"Navn_Inds";"skib";"Inst";"Dato_inds";"Lok_omr01";"lokalitet_vanda";"lok_pos_lat";"lok_pos_lon";"max_Dyb";"Dyb_Str_m";"Vwf_mL";"vandsoejllagd";"Dyb_lagd01";"dato_80C";"Temp_Inds";"Bemaerkn";"MST.n_Dinds";"MST.nummer";"MST_STEXno";"smplNoSTEX"
"E8";"21";"MST2023081STEX34-07";"3uL";"QtyorID";"Unknown";"21";"0.0940";"38.81";"8.81";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023081STEX34_07";"MST2023081STEX34_07";"7";"Hovedskov, prøve 1 af 2";"18.8";"2024-feb-13";"MST-SX34";NA;"400";"34_07";"2023-10-02";NA;"MST2023081";"MST2023081::2023-10-02";FALSE;"jaola";"Abra";"Sjaelland";"2023-10-02";"1001027Hovedskov_oestersoeen";"99210007";54.7525333333333;12.0506027777778;6;5;"1500";"nej";NA;"45209";17;NA;"MST2023081_2023-10-02";"MST2023081";"MST2023081STEX34_07";"MST2023081STEX34_07"
"E9";"21";"MST2023081STEX34-07";"3uL";"QtyorID";"Unknown";"21";"0.0940";"40.08";"3.75";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023081STEX34_07";"MST2023081STEX34_07";"7";"Hovedskov, prøve 1 af 2";"18.8";"2024-feb-13";"MST-SX34";NA;"400";"34_07";"2023-10-02";NA;"MST2023081";"MST2023081::2023-10-02";FALSE;"jaola";"Abra";"Sjaelland";"2023-10-02";"1001027Hovedskov_oestersoeen";"99210007";54.7525333333333;12.0506027777778;6;5;"1500";"nej";NA;"45209";17;NA;"MST2023081_2023-10-02";"MST2023081";"MST2023081STEX34_07";"MST2023081STEX34_07"
"H7";"24";"MST2023082STEX34-14";"3uL";"QtyorID";"Unknown";"24";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023082STEX34_14";"MST2023082STEX34_14";"14";"Jacob Larsen, 4-10-2023, ROS60, 55D42.780; E12D04.000; 5m";"11.5";"2024-feb-13";"MST-SX34";NA;"400";"34_14";"2023-10-04";NA;"MST2023082";"MST2023082::2023-10-04";FALSE;"jacobLarsen";"Abra";"Sjaelland";"2023-10-04";"ROS60_322RoskildeFjord";"93220011";55.713;12.0666666666667;5;35;"1500";"nej";NA;NA;1589;"Blaesevejr";"MST2023082_2023-10-04";"MST2023082";"MST2023082STEX34_14";"MST2023082STEX34_14"
"H8";"24";"MST2023082STEX34-14";"3uL";"QtyorID";"Unknown";"24";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023082STEX34_14";"MST2023082STEX34_14";"14";"Jacob Larsen, 4-10-2023, ROS60, 55D42.780; E12D04.000; 5m";"11.5";"2024-feb-13";"MST-SX34";NA;"400";"34_14";"2023-10-04";NA;"MST2023082";"MST2023082::2023-10-04";FALSE;"jacobLarsen";"Abra";"Sjaelland";"2023-10-04";"ROS60_322RoskildeFjord";"93220011";55.713;12.0666666666667;5;35;"1500";"nej";NA;NA;1589;"Blaesevejr";"MST2023082_2023-10-04";"MST2023082";"MST2023082STEX34_14";"MST2023082STEX34_14"
"H9";"24";"MST2023082STEX34-14";"3uL";"QtyorID";"Unknown";"24";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023082STEX34_14";"MST2023082STEX34_14";"14";"Jacob Larsen, 4-10-2023, ROS60, 55D42.780; E12D04.000; 5m";"11.5";"2024-feb-13";"MST-SX34";NA;"400";"34_14";"2023-10-04";NA;"MST2023082";"MST2023082::2023-10-04";FALSE;"jacobLarsen";"Abra";"Sjaelland";"2023-10-04";"ROS60_322RoskildeFjord";"93220011";55.713;12.0666666666667;5;35;"1500";"nej";NA;NA;1589;"Blaesevejr";"MST2023082_2023-10-04";"MST2023082";"MST2023082STEX34_14";"MST2023082STEX34_14"
"C7";"19";"MST2023084STEX34-03";"3uL";"QtyorID";"Unknown";"19";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023084STEX34_03";"MST2023084STEX34_03";"3";"RKB1, 9-10-23";"4.78";"2024-feb-13";"MST-SX34";NA;"400";"34_03";"2023-10-09";NA;"MST2023084";"MST2023084::2023-10-09";FALSE;"GertPetersenGerpe";"Penelope";"Midtjylland";"2023-10-09";"RKB1_RingkoebingFjord";"91320001";56.0778333333333;8.21666666666667;33;1;"500";"nej";"na";"45208";1226;NA;"MST2023084_2023-10-09";"MST2023084";"MST2023084STEX34_03";"MST2023084STEX34_03"
"C8";"19";"MST2023084STEX34-03";"3uL";"QtyorID";"Unknown";"19";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023084STEX34_03";"MST2023084STEX34_03";"3";"RKB1, 9-10-23";"4.78";"2024-feb-13";"MST-SX34";NA;"400";"34_03";"2023-10-09";NA;"MST2023084";"MST2023084::2023-10-09";FALSE;"GertPetersenGerpe";"Penelope";"Midtjylland";"2023-10-09";"RKB1_RingkoebingFjord";"91320001";56.0778333333333;8.21666666666667;33;1;"500";"nej";"na";"45208";1226;NA;"MST2023084_2023-10-09";"MST2023084";"MST2023084STEX34_03";"MST2023084STEX34_03"
"C9";"19";"MST2023084STEX34-03";"3uL";"QtyorID";"Unknown";"19";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023084STEX34_03";"MST2023084STEX34_03";"3";"RKB1, 9-10-23";"4.78";"2024-feb-13";"MST-SX34";NA;"400";"34_03";"2023-10-09";NA;"MST2023084";"MST2023084::2023-10-09";FALSE;"GertPetersenGerpe";"Penelope";"Midtjylland";"2023-10-09";"RKB1_RingkoebingFjord";"91320001";56.0778333333333;8.21666666666667;33;1;"500";"nej";"na";"45208";1226;NA;"MST2023084_2023-10-09";"MST2023084";"MST2023084STEX34_03";"MST2023084STEX34_03"
"B4";"10";"MST2023089STEX33-07";"3uL";"QtyorID";"Unknown";"10";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023089STEX33_07";"MST2023089STEX33_07";"7";NA;"14.6";"2024-feb-05";"MST-SX33";NA;"400";"33_07";"2023-05-17";NA;"MST2023089";"MST2023089::2023-05-17";FALSE;"JAOLA_AMLIN";"ABRA";"Sjaelland";"2023-05-17";"ROS60_322RoskildeFjord";"93220011";55;12;5;4;"1500";"nej";NA;"45063";1413;NA;"MST2023089_2023-05-17";"MST2023089";"MST2023089STEX33_07";"MST2023089STEX33_07"
"B5";"10";"MST2023089STEX33-07";"3uL";"QtyorID";"Unknown";"10";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023089STEX33_07";"MST2023089STEX33_07";"7";NA;"14.6";"2024-feb-05";"MST-SX33";NA;"400";"33_07";"2023-05-17";NA;"MST2023089";"MST2023089::2023-05-17";FALSE;"JAOLA_AMLIN";"ABRA";"Sjaelland";"2023-05-17";"ROS60_322RoskildeFjord";"93220011";55;12;5;4;"1500";"nej";NA;"45063";1413;NA;"MST2023089_2023-05-17";"MST2023089";"MST2023089STEX33_07";"MST2023089STEX33_07"
"B6";"10";"MST2023089STEX33-07";"3uL";"QtyorID";"Unknown";"10";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023089STEX33_07";"MST2023089STEX33_07";"7";NA;"14.6";"2024-feb-05";"MST-SX33";NA;"400";"33_07";"2023-05-17";NA;"MST2023089";"MST2023089::2023-05-17";FALSE;"JAOLA_AMLIN";"ABRA";"Sjaelland";"2023-05-17";"ROS60_322RoskildeFjord";"93220011";55;12;5;4;"1500";"nej";NA;"45063";1413;NA;"MST2023089_2023-05-17";"MST2023089";"MST2023089STEX33_07";"MST2023089STEX33_07"
"D7";"20";"MST2023096STEX34-05";"3uL";"QtyorID";"Unknown";"20";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023096STEX34_05";"MST2023096STEX34_05";"5";"Station 93420310, 18.08.2023, Makroalger";"14.2";"2024-feb-13";"MST-SX34";NA;"400";"34_05";"2023-08-18";NA;"MST2023096";"MST2023096::2023-08-18";FALSE;"JensDeding";"Havanna";"oestjylland";"2023-08-18";"Tr03_Fornaestr3";"93420310";56.4440166666667;10.9524638888889;108;9.8e+16;"1540";"na";"na";"45156";14;NA;"MST2023096_2023-08-18";"MST2023096";"MST2023096STEX34_05";"MST2023096STEX34_05"
"D8";"20";"MST2023096STEX34-05";"3uL";"QtyorID";"Unknown";"20";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023096STEX34_05";"MST2023096STEX34_05";"5";"Station 93420310, 18.08.2023, Makroalger";"14.2";"2024-feb-13";"MST-SX34";NA;"400";"34_05";"2023-08-18";NA;"MST2023096";"MST2023096::2023-08-18";FALSE;"JensDeding";"Havanna";"oestjylland";"2023-08-18";"Tr03_Fornaestr3";"93420310";56.4440166666667;10.9524638888889;108;9.8e+16;"1540";"na";"na";"45156";14;NA;"MST2023096_2023-08-18";"MST2023096";"MST2023096STEX34_05";"MST2023096STEX34_05"
"D9";"20";"MST2023096STEX34-05";"3uL";"QtyorID";"Unknown";"20";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023096STEX34_05";"MST2023096STEX34_05";"5";"Station 93420310, 18.08.2023, Makroalger";"14.2";"2024-feb-13";"MST-SX34";NA;"400";"34_05";"2023-08-18";NA;"MST2023096";"MST2023096::2023-08-18";FALSE;"JensDeding";"Havanna";"oestjylland";"2023-08-18";"Tr03_Fornaestr3";"93420310";56.4440166666667;10.9524638888889;108;9.8e+16;"1540";"na";"na";"45156";14;NA;"MST2023096_2023-08-18";"MST2023096";"MST2023096STEX34_05";"MST2023096STEX34_05"
"F7";"22";"MST2023097STEX34-09";"3uL";"QtyorID";"Unknown";"22";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023097STEX34_09";"MST2023097STEX34_09";"9";"Kragskov rev, 93920064, Makroalger, Franks rev, 2023,5/6";"16.2";"2024-feb-13";"MST-SX34";NA;"400";"34_09";"2023-06-05";NA;"MST2023097";"MST2023097::2023-06-05";FALSE;"jaola";"Mergus";"Sjaelland";"2023-06-05";"BRK_5065000_FranksRev";"99150002";55.0153333333333;14.9;3;2;"1500";"nej";NA;NA;14;"tagetumiddelbarteftervegetationsundersoegelse";"MST2023097_2023-06-05";"MST2023097";"MST2023097STEX34_09";"MST2023097STEX34_09"
"F8";"22";"MST2023097STEX34-09";"3uL";"QtyorID";"Unknown";"22";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023097STEX34_09";"MST2023097STEX34_09";"9";"Kragskov rev, 93920064, Makroalger, Franks rev, 2023,5/6";"16.2";"2024-feb-13";"MST-SX34";NA;"400";"34_09";"2023-06-05";NA;"MST2023097";"MST2023097::2023-06-05";FALSE;"jaola";"Mergus";"Sjaelland";"2023-06-05";"BRK_5065000_FranksRev";"99150002";55.0153333333333;14.9;3;2;"1500";"nej";NA;NA;14;"tagetumiddelbarteftervegetationsundersoegelse";"MST2023097_2023-06-05";"MST2023097";"MST2023097STEX34_09";"MST2023097STEX34_09"
"F9";"22";"MST2023097STEX34-09";"3uL";"QtyorID";"Unknown";"22";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023097STEX34_09";"MST2023097STEX34_09";"9";"Kragskov rev, 93920064, Makroalger, Franks rev, 2023,5/6";"16.2";"2024-feb-13";"MST-SX34";NA;"400";"34_09";"2023-06-05";NA;"MST2023097";"MST2023097::2023-06-05";FALSE;"jaola";"Mergus";"Sjaelland";"2023-06-05";"BRK_5065000_FranksRev";"99150002";55.0153333333333;14.9;3;2;"1500";"nej";NA;NA;14;"tagetumiddelbarteftervegetationsundersoegelse";"MST2023097_2023-06-05";"MST2023097";"MST2023097STEX34_09";"MST2023097STEX34_09"
"A10";"25";"MST2023099STEX34-15";"3uL";"QtyorID";"Unknown";"25";"0.0940";"40.64";"2.57";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023099STEX34_15";"MST2023099STEX34_15";"15";"ingen info på plastposen";"17.7";"2024-feb-13";"MST-SX34";NA;"400";"34_15";"2023-06-22";NA;"MST2023099";"MST2023099::2023-06-22";FALSE;"AMLIN_MIBRG";"Graasaelen";"Sjaelland";"2023-06-22";"0101142EnoeSyd";"96220363";55;11;72;65;"1300";"nej";NA;"45099";19;NA;"MST2023099_2023-06-22";"MST2023099";"MST2023099STEX34_15";"MST2023099STEX34_15"
"A11";"25";"MST2023099STEX34-15";"3uL";"QtyorID";"Unknown";"25";"0.0940";"40.97";"2.05";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023099STEX34_15";"MST2023099STEX34_15";"15";"ingen info på plastposen";"17.7";"2024-feb-13";"MST-SX34";NA;"400";"34_15";"2023-06-22";NA;"MST2023099";"MST2023099::2023-06-22";FALSE;"AMLIN_MIBRG";"Graasaelen";"Sjaelland";"2023-06-22";"0101142EnoeSyd";"96220363";55;11;72;65;"1300";"nej";NA;"45099";19;NA;"MST2023099_2023-06-22";"MST2023099";"MST2023099STEX34_15";"MST2023099STEX34_15"
"A12";"25";"MST2023099STEX34-15";"3uL";"QtyorID";"Unknown";"25";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023099STEX34_15";"MST2023099STEX34_15";"15";"ingen info på plastposen";"17.7";"2024-feb-13";"MST-SX34";NA;"400";"34_15";"2023-06-22";NA;"MST2023099";"MST2023099::2023-06-22";FALSE;"AMLIN_MIBRG";"Graasaelen";"Sjaelland";"2023-06-22";"0101142EnoeSyd";"96220363";55;11;72;65;"1300";"nej";NA;"45099";19;NA;"MST2023099_2023-06-22";"MST2023099";"MST2023099STEX34_15";"MST2023099STEX34_15"
"G7";"23";"MST2023102STEX34-11";"3uL";"QtyorID";"Unknown";"23";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023102STEX34_11";"MST2023102STEX34_11";"11";"Nivå, Makroalger, 97230016, 29/6";"15.4";"2024-feb-13";"MST-SX34";NA;"400";"34_11";"2023-06-29";NA;"MST2023102";"MST2023102::2023-06-29";FALSE;"jaola";"Mergus";"Sjaelland";"2023-06-29";"Nivaa";"97230017";55.9374;12.5166666666667;3;24;"1500";"nej";NA;NA;175;"tagetumiddelbarteftervegetationsundersoegelse";"MST2023102_2023-06-29";"MST2023102";"MST2023102STEX34_11";"MST2023102STEX34_11"
"G8";"23";"MST2023102STEX34-11";"3uL";"QtyorID";"Unknown";"23";"0.0940";"40.56";"2.72";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023102STEX34_11";"MST2023102STEX34_11";"11";"Nivå, Makroalger, 97230016, 29/6";"15.4";"2024-feb-13";"MST-SX34";NA;"400";"34_11";"2023-06-29";NA;"MST2023102";"MST2023102::2023-06-29";FALSE;"jaola";"Mergus";"Sjaelland";"2023-06-29";"Nivaa";"97230017";55.9374;12.5166666666667;3;24;"1500";"nej";NA;NA;175;"tagetumiddelbarteftervegetationsundersoegelse";"MST2023102_2023-06-29";"MST2023102";"MST2023102STEX34_11";"MST2023102STEX34_11"
"G9";"23";"MST2023102STEX34-11";"3uL";"QtyorID";"Unknown";"23";"0.0940";"40.30";"3.22";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023102STEX34_11";"MST2023102STEX34_11";"11";"Nivå, Makroalger, 97230016, 29/6";"15.4";"2024-feb-13";"MST-SX34";NA;"400";"34_11";"2023-06-29";NA;"MST2023102";"MST2023102::2023-06-29";FALSE;"jaola";"Mergus";"Sjaelland";"2023-06-29";"Nivaa";"97230017";55.9374;12.5166666666667;3;24;"1500";"nej";NA;NA;175;"tagetumiddelbarteftervegetationsundersoegelse";"MST2023102_2023-06-29";"MST2023102";"MST2023102STEX34_11";"MST2023102STEX34_11"
"B10";"26";"MST2023111STEX32-05";"3uL";"QtyorID";"Unknown";"26";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023111STEX32_05";"MST2023111STEX32_05";"5";"Station 91500007, d.12.08.23, Fytoplankton";"19";"2024-jan-11";"MST-SX32";NA;"400";"32_05";"2023-08-12";NA;"MST2023111";"MST2023111::2023-08-12";FALSE;"LasseoerstedJensen";"Kyst";"Sydjylland";"2023-08-12";"RIB1510007_Blaavand_Landegraenseaabnedel";"91500007";55.3375;8.35001111111111;58;1;"900";"nej";NA;"45154";17;NA;"MST2023111_2023-08-12";"MST2023111";"MST2023111STEX32_05";"MST2023111STEX32_05"
"B11";"26";"MST2023111STEX32-05";"3uL";"QtyorID";"Unknown";"26";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023111STEX32_05";"MST2023111STEX32_05";"5";"Station 91500007, d.12.08.23, Fytoplankton";"19";"2024-jan-11";"MST-SX32";NA;"400";"32_05";"2023-08-12";NA;"MST2023111";"MST2023111::2023-08-12";FALSE;"LasseoerstedJensen";"Kyst";"Sydjylland";"2023-08-12";"RIB1510007_Blaavand_Landegraenseaabnedel";"91500007";55.3375;8.35001111111111;58;1;"900";"nej";NA;"45154";17;NA;"MST2023111_2023-08-12";"MST2023111";"MST2023111STEX32_05";"MST2023111STEX32_05"
"B12";"26";"MST2023111STEX32-05";"3uL";"QtyorID";"Unknown";"26";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023111STEX32_05";"MST2023111STEX32_05";"5";"Station 91500007, d.12.08.23, Fytoplankton";"19";"2024-jan-11";"MST-SX32";NA;"400";"32_05";"2023-08-12";NA;"MST2023111";"MST2023111::2023-08-12";FALSE;"LasseoerstedJensen";"Kyst";"Sydjylland";"2023-08-12";"RIB1510007_Blaavand_Landegraenseaabnedel";"91500007";55.3375;8.35001111111111;58;1;"900";"nej";NA;"45154";17;NA;"MST2023111_2023-08-12";"MST2023111";"MST2023111STEX32_05";"MST2023111STEX32_05"
"A4";"9";"MST2023117STEX33-04";"3uL";"QtyorID";"Unknown";"9";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023117STEX33_04";"MST2023117STEX33_04";"4";NA;"13";"2024-feb-05";"MST-SX33";NA;"400";"33_04";"2023-09-11";NA;"MST2023117";"MST2023117::2023-09-11";FALSE;"FlemmingNoergaard&ThomasRishede";"Dasya";"Fyn";"2023-09-11";"FYN6900017_ODF17";"94230001";55.4791666666667;10.5167083333333;9.3e+16;1;"1750";"nej";NA;"45181";1938;NA;"MST2023117_2023-09-11";"MST2023117";"MST2023117STEX33_04";"MST2023117STEX33_04"
"A5";"9";"MST2023117STEX33-04";"3uL";"QtyorID";"Unknown";"9";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023117STEX33_04";"MST2023117STEX33_04";"4";NA;"13";"2024-feb-05";"MST-SX33";NA;"400";"33_04";"2023-09-11";NA;"MST2023117";"MST2023117::2023-09-11";FALSE;"FlemmingNoergaard&ThomasRishede";"Dasya";"Fyn";"2023-09-11";"FYN6900017_ODF17";"94230001";55.4791666666667;10.5167083333333;9.3e+16;1;"1750";"nej";NA;"45181";1938;NA;"MST2023117_2023-09-11";"MST2023117";"MST2023117STEX33_04";"MST2023117STEX33_04"
"A6";"9";"MST2023117STEX33-04";"3uL";"QtyorID";"Unknown";"9";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST2023117STEX33_04";"MST2023117STEX33_04";"4";NA;"13";"2024-feb-05";"MST-SX33";NA;"400";"33_04";"2023-09-11";NA;"MST2023117";"MST2023117::2023-09-11";FALSE;"FlemmingNoergaard&ThomasRishede";"Dasya";"Fyn";"2023-09-11";"FYN6900017_ODF17";"94230001";55.4791666666667;10.5167083333333;9.3e+16;1;"1750";"nej";NA;"45181";1938;NA;"MST2023117_2023-09-11";"MST2023117";"MST2023117STEX33_04";"MST2023117STEX33_04"
"H4";"16";"MST443STEX33-20";"3uL";"QtyorID";"Unknown";"16";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST0443";"MST443STEX33_20";"20";"ingen info på plastposen";"11";"2024-feb-05";"MST-SX33";NA;"400";"33_20";"2023-04-21";NA;"MST0443";"MST0443::2023-04-21";FALSE;"SvendaageBendtsen";"Liv";"Nordjylland";"2023-04-21";"LaesoeSyd";"93010001";57.1343333333333;11.1594444444444;3;25;"1200";"nej";NA;"45051";9;"Paafeltskemastaarproevedato19aprilmenturenblevflyttettil21april";"MST0443_2023-04-21";"MST0443";"MST0443STEX33_20";"MST0443STEX33_20"
"H5";"16";"MST443STEX33-20";"3uL";"QtyorID";"Unknown";"16";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST0443";"MST443STEX33_20";"20";"ingen info på plastposen";"11";"2024-feb-05";"MST-SX33";NA;"400";"33_20";"2023-04-21";NA;"MST0443";"MST0443::2023-04-21";FALSE;"SvendaageBendtsen";"Liv";"Nordjylland";"2023-04-21";"LaesoeSyd";"93010001";57.1343333333333;11.1594444444444;3;25;"1200";"nej";NA;"45051";9;"Paafeltskemastaarproevedato19aprilmenturenblevflyttettil21april";"MST0443_2023-04-21";"MST0443";"MST0443STEX33_20";"MST0443STEX33_20"
"H6";"16";"MST443STEX33-20";"3uL";"QtyorID";"Unknown";"16";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MST0443";"MST443STEX33_20";"20";"ingen info på plastposen";"11";"2024-feb-05";"MST-SX33";NA;"400";"33_20";"2023-04-21";NA;"MST0443";"MST0443::2023-04-21";FALSE;"SvendaageBendtsen";"Liv";"Nordjylland";"2023-04-21";"LaesoeSyd";"93010001";57.1343333333333;11.1594444444444;3;25;"1200";"nej";NA;"45051";9;"Paafeltskemastaarproevedato19aprilmenturenblevflyttettil21april";"MST0443_2023-04-21";"MST0443";"MST0443STEX33_20";"MST0443STEX33_20"
"D10";"28";"MSTNEKSX31";"3uL";"QtyorID";"Unknown";"28";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MSTNEKSX31";"MSTNEKSX31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MSTNEKSX31";NA
"D11";"28";"MSTNEKSX31";"3uL";"QtyorID";"Unknown";"28";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MSTNEKSX31";"MSTNEKSX31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MSTNEKSX31";NA
"D12";"28";"MSTNEKSX31";"3uL";"QtyorID";"Unknown";"28";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MSTNEKSX31";"MSTNEKSX31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MSTNEKSX31";NA
"E10";"29";"MSTNEKSX32";"3uL";"QtyorID";"Unknown";"29";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MSTNEKSX32";"MSTNEKSX32";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MSTNEKSX32";NA
"E11";"29";"MSTNEKSX32";"3uL";"QtyorID";"Unknown";"29";"0.0940";"NoCt";"NoCt";"0.993";"-3.423";"qpcr1058";"MONIS6MST2023";"AssID14";"Rhihar";"plt02";"qpcrrundate20240319";"MSTNEKSX32";"MSTNEKSX32";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MSTNEKSX32";NA
