"","Well","replno","smpltp","templvol","QtyID","WellType","Replicate","ThresholddRn","CtdRn","Quantitycopies","RSqdRn","SlopedRn","qpcrno","MONISprojectno","AssayID","speciesabbr","plateno","qpcrrundate","Cq","gen_specnm","Genus","species","dk_comnm","smpltp2","MST.y.m","ssn","Wellname.ssn.no1","gen_specnm.ssn","locnm","colldate","volfilt_mL","declat","declon","Welltype","Harbour","Harbour.Welltype","col.06","qpcr.rplno","welltp","qpcrno.plateno","spec.lat","mx.Cq.lod","intc5","lod.val","loq.val","rEffic","ampF","intc2","slo3","RSqdRn.1","templvol","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L"
"2502","B3",2,"std3E4","3uL","QtyorID","Standard",2,0.0551,23.98,30000,0.997,-3.348,"qpcr954","MONIS6","AssID25","Calsap","plt01","qpcrrundate20220817","23.98","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E4",NA,NA,"B3.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr954.2","Standard","qpcr954.plt01","Callinectes sapidus","37.96","37.229","3","3","98.9","1.9890018502818","38.8262404803648","-3.35","99.847","uL",NA,0,1,0
"2503","C1",3,"std3E3","3uL","QtyorID","Standard",3,0.0551,27.22,3000,0.997,-3.348,"qpcr954","MONIS6","AssID25","Calsap","plt01","qpcrrundate20220817","27.22","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E3",NA,NA,"C1.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr954.3","Standard","qpcr954.plt01","Callinectes sapidus","37.96","37.229","3","3","98.9","1.9890018502818","38.8262404803648","-3.35","99.847","uL",NA,0,1,0
"2504","C2",3,"std3E3","3uL","QtyorID","Standard",3,0.0551,27.13,3000,0.997,-3.348,"qpcr954","MONIS6","AssID25","Calsap","plt01","qpcrrundate20220817","27.13","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E3",NA,NA,"C2.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr954.3","Standard","qpcr954.plt01","Callinectes sapidus","37.96","37.229","3","3","98.9","1.9890018502818","38.8262404803648","-3.35","99.847","uL",NA,0,1,0
"2505","C3",3,"std3E3","3uL","QtyorID","Standard",3,0.0551,26.98,3000,0.997,-3.348,"qpcr954","MONIS6","AssID25","Calsap","plt01","qpcrrundate20220817","26.98","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E3",NA,NA,"C3.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr954.3","Standard","qpcr954.plt01","Callinectes sapidus","37.96","37.229","3","3","98.9","1.9890018502818","38.8262404803648","-3.35","99.847","uL",NA,0,1,0
"2506","D1",4,"std3E2","3uL","QtyorID","Standard",4,0.0551,30.5,300,0.997,-3.348,"qpcr954","MONIS6","AssID25","Calsap","plt01","qpcrrundate20220817","30.50","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E2",NA,NA,"D1.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr954.4","Standard","qpcr954.plt01","Callinectes sapidus","37.96","37.229","3","3","98.9","1.9890018502818","38.8262404803648","-3.35","99.847","uL",NA,0,1,0
"2507","D2",4,"std3E2","3uL","QtyorID","Standard",4,0.0551,30.5,300,0.997,-3.348,"qpcr954","MONIS6","AssID25","Calsap","plt01","qpcrrundate20220817","30.50","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E2",NA,NA,"D2.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr954.4","Standard","qpcr954.plt01","Callinectes sapidus","37.96","37.229","3","3","98.9","1.9890018502818","38.8262404803648","-3.35","99.847","uL",NA,0,1,0
"2508","D3",4,"std3E2","3uL","QtyorID","Standard",4,0.0551,30.65,300,0.997,-3.348,"qpcr954","MONIS6","AssID25","Calsap","plt01","qpcrrundate20220817","30.65","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E2",NA,NA,"D3.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr954.4","Standard","qpcr954.plt01","Callinectes sapidus","37.96","37.229","3","3","98.9","1.9890018502818","38.8262404803648","-3.35","99.847","uL",NA,0,1,0
"2509","E1",5,"std3E1","3uL","QtyorID","Standard",5,0.0551,34.19,30,0.997,-3.348,"qpcr954","MONIS6","AssID25","Calsap","plt01","qpcrrundate20220817","34.19","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E1",NA,NA,"E1.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr954.5","Standard","qpcr954.plt01","Callinectes sapidus","37.96","37.229","3","3","98.9","1.9890018502818","38.8262404803648","-3.35","99.847","uL",NA,0,1,0
"2510","E2",5,"std3E1","3uL","QtyorID","Standard",5,0.0551,33.63,30,0.997,-3.348,"qpcr954","MONIS6","AssID25","Calsap","plt01","qpcrrundate20220817","33.63","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E1",NA,NA,"E2.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr954.5","Standard","qpcr954.plt01","Callinectes sapidus","37.96","37.229","3","3","98.9","1.9890018502818","38.8262404803648","-3.35","99.847","uL",NA,0,1,0
"2511","E3",5,"std3E1","3uL","QtyorID","Standard",5,0.0551,33.85,30,0.997,-3.348,"qpcr954","MONIS6","AssID25","Calsap","plt01","qpcrrundate20220817","33.85","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E1",NA,NA,"E3.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr954.5","Standard","qpcr954.plt01","Callinectes sapidus","37.96","37.229","3","3","98.9","1.9890018502818","38.8262404803648","-3.35","99.847","uL",NA,0,1,0
"2512","F1",6,"std3E0","3uL","QtyorID","Standard",6,0.0551,36.27,3,0.997,-3.348,"qpcr954","MONIS6","AssID25","Calsap","plt01","qpcrrundate20220817","36.27","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E0",NA,NA,"F1.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr954.6","Standard","qpcr954.plt01","Callinectes sapidus","37.96","37.229","3","3","98.9","1.9890018502818","38.8262404803648","-3.35","99.847","uL",NA,0,1,0
"2513","F2",6,"std3E0","3uL","QtyorID","Standard",6,0.0551,37.96,3,0.997,-3.348,"qpcr954","MONIS6","AssID25","Calsap","plt01","qpcrrundate20220817","37.96","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E0",NA,NA,"F2.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr954.6","Standard","qpcr954.plt01","Callinectes sapidus","37.96","37.229","3","3","98.9","1.9890018502818","38.8262404803648","-3.35","99.847","uL",NA,0,1,0
"2514","F3",6,"std3E0","3uL","QtyorID","Standard",6,0.0551,37.43,3,0.997,-3.348,"qpcr954","MONIS6","AssID25","Calsap","plt01","qpcrrundate20220817","37.43","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E0",NA,NA,"F3.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr954.6","Standard","qpcr954.plt01","Callinectes sapidus","37.96","37.229","3","3","98.9","1.9890018502818","38.8262404803648","-3.35","99.847","uL",NA,0,1,0
"2575","C10",27,"MST1022","3uL","QtyorID","Unknown",27,0.0551,42.27,0.09358,0.997,-3.348,"qpcr954","MONIS6","AssID25","Calsap","plt01","qpcrrundate20220817","42.27","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","MST0001022","MST.1022.2021.May","spri","C10.spri.1","Callinectes_sapidus.spri","ARH1700006_94400007","2021-05-17",1100,56.1547333333333,10.3170055555556,"Unknown","ARH1700006_94400007","ARH1700006_94400007.Unknown",NA,"qpcr954.27","Unknown","qpcr954.plt01","Callinectes sapidus","37.96","37.229","3","3","98.9","1.9890018502818","38.8262404803648","-3.35","99.847","uL",0.0113430303030303,11.3430303030303,12.3430303030303,1.09142179521766
"2593","A1",1,"std3E5","3uL","QtyorID","Standard",1,0.0517,20.38,3e+05,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","20.38","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E5",NA,NA,"A1.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.1","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2594","A2",1,"std3E5","3uL","QtyorID","Standard",1,0.0517,20.81,3e+05,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","20.81","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E5",NA,NA,"A2.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.1","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2595","A3",1,"std3E5","3uL","QtyorID","Standard",1,0.0517,20.59,3e+05,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","20.59","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E5",NA,NA,"A3.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.1","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2596","B1",2,"std3E4","3uL","QtyorID","Standard",2,0.0517,23.57,30000,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","23.57","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E4",NA,NA,"B1.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.2","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2597","B2",2,"std3E4","3uL","QtyorID","Standard",2,0.0517,23.66,30000,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","23.66","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E4",NA,NA,"B2.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.2","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2598","B3",2,"std3E4","3uL","QtyorID","Standard",2,0.0517,23.7,30000,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","23.70","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E4",NA,NA,"B3.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.2","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2599","C1",3,"std3E3","3uL","QtyorID","Standard",3,0.0517,26.8,3000,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","26.80","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E3",NA,NA,"C1.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.3","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2600","C2",3,"std3E3","3uL","QtyorID","Standard",3,0.0517,26.81,3000,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","26.81","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E3",NA,NA,"C2.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.3","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2601","C3",3,"std3E3","3uL","QtyorID","Standard",3,0.0517,27.03,3000,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","27.03","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E3",NA,NA,"C3.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.3","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2602","D1",4,"std3E2","3uL","QtyorID","Standard",4,0.0517,30.62,300,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","30.62","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E2",NA,NA,"D1.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.4","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2603","D2",4,"std3E2","3uL","QtyorID","Standard",4,0.0517,30.48,300,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","30.48","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E2",NA,NA,"D2.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.4","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2604","D3",4,"std3E2","3uL","QtyorID","Standard",4,0.0517,30.69,300,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","30.69","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E2",NA,NA,"D3.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.4","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2605","E1",5,"std3E1","3uL","QtyorID","Standard",5,0.0517,34.41,30,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","34.41","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E1",NA,NA,"E1.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.5","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2606","E2",5,"std3E1","3uL","QtyorID","Standard",5,0.0517,33.52,30,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","33.52","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E1",NA,NA,"E2.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.5","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2607","E3",5,"std3E1","3uL","QtyorID","Standard",5,0.0517,33.82,30,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","33.82","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E1",NA,NA,"E3.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.5","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2608","F1",6,"std3E0","3uL","QtyorID","Standard",6,0.0517,42.14,3,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","42.14","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E0",NA,NA,"F1.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.6","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2609","F2",6,"std3E0","3uL","QtyorID","Standard",6,0.0517,37.14,3,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","37.14","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E0",NA,NA,"F2.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.6","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2610","F3",6,"std3E0","3uL","QtyorID","Standard",6,0.0517,38.11,3,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","38.11","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E0",NA,NA,"F3.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.6","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2611","G1",7,"std3E-1","3uL","QtyorID","Standard",7,0.0517,38.37,0.3,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","38.37","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","std3E-1",NA,NA,"G1.NA.1","Callinectes_sapidus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr955.7","Standard","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",NA,0,1,0
"2633","F5",14,"MST1043","3uL","QtyorID","Unknown",14,0.0517,42.82,0.0937,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","42.82","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","MST0001043","MST.1043.2021.Apr","spri","F5.spri.1","Callinectes_sapidus.spri","Hevringbugt","2021-04-06",1500,56.6261666666667,10.3204,"Unknown","Hevringbugt","Hevringbugt.Unknown",NA,"qpcr955.14","Unknown","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",0.00832888888888889,8.32888888888889,9.32888888888889,0.969829920471038
"2642","A8",17,"MST2021-039","3uL","QtyorID","Unknown",17,0.0517,40.12,0.566,0.963,-3.456,"qpcr955","MONIS6","AssID25","Calsap","plt02","qpcrrundate20220817","40.12","Callinectes sapidus","Callinectes","sapidus","blaa_svømmekrabbe","MST2021039","MST.2021039.2021.May","spri","A8.spri.1","Callinectes_sapidus.spri","MariagerFjord","2021-05-07",1800,56.6626666666667,9.96678333333333,"Unknown","MariagerFjord","MariagerFjord.Unknown",NA,"qpcr955.17","Unknown","qpcr955.plt02","Callinectes sapidus","38.37","41.07","0.3","3","94.72","1.94722168609542","39.263640785736","-3.46","98.115","uL",0.0419259259259259,41.9259259259259,42.9259259259259,1.63271967180461
"2689","A1",1,"std3E5","3uL","QtyorID","Standard",1,0.0494,23.5,3e+05,0.988,-3.041,"qpcr956","MONIS6","AssID26","Hemsan","plt01","qpcrrundate20220818","23.50","Hemigrapsus sanguineus","Hemigrapsus","sanguineus","pensel_klippekrabbe","std3E5",NA,NA,"A1.NA.1","Hemigrapsus_sanguineus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr956.1","Standard","qpcr956.plt01","Hemigrapsus sanguineus","38.98","39.581","3","30","113.25","2.13246452464845","41.0315762740915","-3.04","99.395","uL",NA,0,1,0
"2690","A2",1,"std3E5","3uL","QtyorID","Standard",1,0.0494,24.03,3e+05,0.988,-3.041,"qpcr956","MONIS6","AssID26","Hemsan","plt01","qpcrrundate20220818","24.03","Hemigrapsus sanguineus","Hemigrapsus","sanguineus","pensel_klippekrabbe","std3E5",NA,NA,"A2.NA.1","Hemigrapsus_sanguineus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr956.1","Standard","qpcr956.plt01","Hemigrapsus sanguineus","38.98","39.581","3","30","113.25","2.13246452464845","41.0315762740915","-3.04","99.395","uL",NA,0,1,0
"2691","A3",1,"std3E5","3uL","QtyorID","Standard",1,0.0494,24.61,3e+05,0.988,-3.041,"qpcr956","MONIS6","AssID26","Hemsan","plt01","qpcrrundate20220818","24.61","Hemigrapsus sanguineus","Hemigrapsus","sanguineus","pensel_klippekrabbe","std3E5",NA,NA,"A3.NA.1","Hemigrapsus_sanguineus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr956.1","Standard","qpcr956.plt01","Hemigrapsus sanguineus","38.98","39.581","3","30","113.25","2.13246452464845","41.0315762740915","-3.04","99.395","uL",NA,0,1,0
"2692","B1",2,"std3E4","3uL","QtyorID","Standard",2,0.0494,27.69,30000,0.988,-3.041,"qpcr956","MONIS6","AssID26","Hemsan","plt01","qpcrrundate20220818","27.69","Hemigrapsus sanguineus","Hemigrapsus","sanguineus","pensel_klippekrabbe","std3E4",NA,NA,"B1.NA.1","Hemigrapsus_sanguineus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr956.2","Standard","qpcr956.plt01","Hemigrapsus sanguineus","38.98","39.581","3","30","113.25","2.13246452464845","41.0315762740915","-3.04","99.395","uL",NA,0,1,0
"2693","B2",2,"std3E4","3uL","QtyorID","Standard",2,0.0494,27.4,30000,0.988,-3.041,"qpcr956","MONIS6","AssID26","Hemsan","plt01","qpcrrundate20220818","27.40","Hemigrapsus sanguineus","Hemigrapsus","sanguineus","pensel_klippekrabbe","std3E4",NA,NA,"B2.NA.1","Hemigrapsus_sanguineus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr956.2","Standard","qpcr956.plt01","Hemigrapsus sanguineus","38.98","39.581","3","30","113.25","2.13246452464845","41.0315762740915","-3.04","99.395","uL",NA,0,1,0
"2694","B3",2,"std3E4","3uL","QtyorID","Standard",2,0.0494,26.66,30000,0.988,-3.041,"qpcr956","MONIS6","AssID26","Hemsan","plt01","qpcrrundate20220818","26.66","Hemigrapsus sanguineus","Hemigrapsus","sanguineus","pensel_klippekrabbe","std3E4",NA,NA,"B3.NA.1","Hemigrapsus_sanguineus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr956.2","Standard","qpcr956.plt01","Hemigrapsus sanguineus","38.98","39.581","3","30","113.25","2.13246452464845","41.0315762740915","-3.04","99.395","uL",NA,0,1,0
"2695","C1",3,"std3E3","3uL","QtyorID","Standard",3,0.0494,30.35,3000,0.988,-3.041,"qpcr956","MONIS6","AssID26","Hemsan","plt01","qpcrrundate20220818","30.35","Hemigrapsus sanguineus","Hemigrapsus","sanguineus","pensel_klippekrabbe","std3E3",NA,NA,"C1.NA.1","Hemigrapsus_sanguineus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr956.3","Standard","qpcr956.plt01","Hemigrapsus sanguineus","38.98","39.581","3","30","113.25","2.13246452464845","41.0315762740915","-3.04","99.395","uL",NA,0,1,0
"2696","C2",3,"std3E3","3uL","QtyorID","Standard",3,0.0494,31.09,3000,0.988,-3.041,"qpcr956","MONIS6","AssID26","Hemsan","plt01","qpcrrundate20220818","31.09","Hemigrapsus sanguineus","Hemigrapsus","sanguineus","pensel_klippekrabbe","std3E3",NA,NA,"C2.NA.1","Hemigrapsus_sanguineus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr956.3","Standard","qpcr956.plt01","Hemigrapsus sanguineus","38.98","39.581","3","30","113.25","2.13246452464845","41.0315762740915","-3.04","99.395","uL",NA,0,1,0
"2697","C3",3,"std3E3","3uL","QtyorID","Standard",3,0.0494,31.03,3000,0.988,-3.041,"qpcr956","MONIS6","AssID26","Hemsan","plt01","qpcrrundate20220818","31.03","Hemigrapsus sanguineus","Hemigrapsus","sanguineus","pensel_klippekrabbe","std3E3",NA,NA,"C3.NA.1","Hemigrapsus_sanguineus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr956.3","Standard","qpcr956.plt01","Hemigrapsus sanguineus","38.98","39.581","3","30","113.25","2.13246452464845","41.0315762740915","-3.04","99.395","uL",NA,0,1,0
"2698","D1",4,"std3E2","3uL","QtyorID","Standard",4,0.0494,34.36,300,0.988,-3.041,"qpcr956","MONIS6","AssID26","Hemsan","plt01","qpcrrundate20220818","34.36","Hemigrapsus sanguineus","Hemigrapsus","sanguineus","pensel_klippekrabbe","std3E2",NA,NA,"D1.NA.1","Hemigrapsus_sanguineus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr956.4","Standard","qpcr956.plt01","Hemigrapsus sanguineus","38.98","39.581","3","30","113.25","2.13246452464845","41.0315762740915","-3.04","99.395","uL",NA,0,1,0
"2699","D2",4,"std3E2","3uL","QtyorID","Standard",4,0.0494,33.78,300,0.988,-3.041,"qpcr956","MONIS6","AssID26","Hemsan","plt01","qpcrrundate20220818","33.78","Hemigrapsus sanguineus","Hemigrapsus","sanguineus","pensel_klippekrabbe","std3E2",NA,NA,"D2.NA.1","Hemigrapsus_sanguineus.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr956.4","Standard","qpcr956.plt01","Hemigrapsus sanguineus","38.98","39.581","3","30","113.25","2.13246452464845","41.0315762740915","-3.04","99.395","uL",NA,0,1,0
