"","speciesabbr","smplNm.x","U_Pr_Nr.x","GnNm.x","SpNm.x","ClNm.x","PhNm.x","speciesNm.x","lokalitet_vanda.x","lon.x","lat.x","Lok_omr01.x","Dato_inds.x","typCnt","mch","molcnt","Dato_inds.dd","Dato_inds.mm","Dato_inds.yy","ssn.smpl","mch.ssn","eDN.lv1.l10","snpb","lon.m","lat.m","uspcAb","MST.n_Dinds","U_Pr_Nr.y","Navn_Inds","skib","Inst","Dato_inds.y","Lok_omr01.y","lokalitet_vanda.y","lok_pos_lat.x","lok_pos_lon.x","max_Dyb","Dyb_Str_m","Vwf_mL","vandsoejllagd","Dyb_lagd01","dato_80C","Temp_Inds","Bemaerkn","MST.nummer.x","smplNm.y","ddlod","qlod","qloq","qloq.unmf","mcp_ddPCR","mcp_qPCR","sdmn_ddPCR","sdmn_qPCR","sdmx_ddPCR","sdmx_qPCR","GnNm.y","SpNm.y","GnNmLt","speciesNm.y","smplTp","ClNm.y","PhNm.y","U_Pr_Nr","Dato_inds","lokalitet_vanda","lok_pos_lat.y","lok_pos_lon.y","Lok_omr01","lat.y","lon.y","MST.nummer.y","Unikt.prøvesæt.nummer","Noter.på.plastic.posen","Konc.målt.på.Qubit._ng.uL","Dato.for.ekstraktion","Ekstraktionsnummer","Noter2","Elueringvolumen.AE.buffer.uL","Sub_Nmb_for_extraction","Dato_for_indsml","X.Noter2","U_Pr_Nr.y.y","MSTno_di"
"332","Psefar","MST2021-075","MST2021075","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",94300001,10.0845083333333,55.6743833333333,"VEJ0006870_94300001","2021-05-11","mcp","ddPCR",17290.5944824219,11,5,2021,"2nd_season","ddPCR : 2nd_season",4.23783504202981,16,9.6845083333333,55.7543833333333,"Psefar","MST2021075_2021-05-11","MST2021075","janeRobertsen","Frigg","MSTOJL","2021-05-11","VEJ0006870_94300001",94300001,"55.6743833333333","10.0845083333333","21","1","1100","ja","13","2021-05-20","98.1",NA,"MST2021075","MST2021-075",7.0030003786087,3,3,3,17290.5944824219,40773.3333333333,17111.8542480469,38255.2719096716,17474.9377441407,43291.3947569951,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021075","2021-05-11",94300001,"55.6743833333333","10.0845083333333","VEJ0006870_94300001",55.6743833333333,10.0845083333333,"MST2021-075","13","Jarob 19430001, 11-05-2021, 1.0 m, VEJ0006870, Fyto Forår","4.86","2021-dec-08","MST-SX22",NA,"400","22_13","2021-05-11",NA,"MST2021075","MST2021075::2021-05-11"
"333","Psefar","MST2021-075","MST2021075","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",94300001,10.0845083333333,55.6743833333333,"VEJ0006870_94300001","2021-05-11","mcp","qPCR",40773.3333333333,11,5,2021,"2nd_season","qPCR : 2nd_season",4.6103868689883,16,9.6845083333333,55.7543833333333,"Psefar","MST2021075_2021-05-11","MST2021075","janeRobertsen","Frigg","MSTOJL","2021-05-11","VEJ0006870_94300001",94300001,"55.6743833333333","10.0845083333333","21","1","1100","ja","13","2021-05-20","98.1",NA,"MST2021075","MST2021-075",7.0030003786087,3,3,3,17290.5944824219,40773.3333333333,17111.8542480469,38255.2719096716,17474.9377441407,43291.3947569951,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021075","2021-05-11",94300001,"55.6743833333333","10.0845083333333","VEJ0006870_94300001",55.6743833333333,10.0845083333333,"MST2021-075","13","Jarob 19430001, 11-05-2021, 1.0 m, VEJ0006870, Fyto Forår","4.86","2021-dec-08","MST-SX22",NA,"400","22_13","2021-05-11",NA,"MST2021075","MST2021075::2021-05-11"
"334","Psefar","MST2021-079","MST2021079","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",93740007,9.06681944444444,56.6208333333333,"93740007_VIB3727_1","2021-09-06","mcp","ddPCR",0.318111181259155,6,9,2021,"1st_season","ddPCR : 1st_season",0.119952044075043,16,8.66681944444444,56.7008333333333,"Psefar","MST2021079_2021-09-06","MST2021079","RasmusBillegrav","Frigg","MSTMJL","2021-09-06","93740007_VIB3727_1",93740007,"56.6208333333333","9.06681944444444","51","1","1100","ja","2","2021-09-08","173.5",NA,"MST2021079","MST2021-079",7.0030003786087,3,3,3,0.318111181259155,0,0.086206430569291,0,0.79181060194969,0,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021079","2021-09-06",93740007,"56.6208333333333","9.06681944444444","93740007_VIB3727_1",56.6208333333333,9.06681944444444,"MST2021-079","21","Fytoplankton, 06.09.2021, 93740007","7.6","2021-nov-24","MST-SX21",NA,"400","21_21","2021-09-06",NA,"MST2021079","MST2021079::2021-09-06"
"335","Psefar","MST2021-082","MST2021082","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",93000005,10.7845083333333,56.8561,"93000005_NOR409","2021-09-07","mcp","ddPCR",737.81639099121,7,9,2021,"1st_season","ddPCR : 1st_season",2.86853652190365,16,10.3845083333333,56.9361,"Psefar","MST2021082_2021-09-07","MST2021082","RasmusBillegrav","Frigg","MSTNJL","2021-09-07","93000005_NOR409",93000005,"56.8561","10.7845083333333","146","1","1500","ja","4","2021-09-08","160.3",NA,"MST2021082","MST2021-082",7.0030003786087,3,3,3,737.81639099121,1298,721.379776000975,1263.60523295616,754.299087524415,1332.39476704384,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021082","2021-09-07",93000005,"56.8561","10.7845083333333","93000005_NOR409",56.8561,10.7845083333333,"MST2021-082","23","Fytoplankton, 07.09.2021, 93000005,","4.09","2021-nov-24","MST-SX21",NA,"400","21_23","2021-09-07",NA,"MST2021082","MST2021082::2021-09-07"
"336","Psefar","MST2021-082","MST2021082","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",93000005,10.7845083333333,56.8561,"93000005_NOR409","2021-09-07","mcp","qPCR",1298,7,9,2021,"1st_season","qPCR : 1st_season",3.11360915107303,16,10.3845083333333,56.9361,"Psefar","MST2021082_2021-09-07","MST2021082","RasmusBillegrav","Frigg","MSTNJL","2021-09-07","93000005_NOR409",93000005,"56.8561","10.7845083333333","146","1","1500","ja","4","2021-09-08","160.3",NA,"MST2021082","MST2021-082",7.0030003786087,3,3,3,737.81639099121,1298,721.379776000975,1263.60523295616,754.299087524415,1332.39476704384,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021082","2021-09-07",93000005,"56.8561","10.7845083333333","93000005_NOR409",56.8561,10.7845083333333,"MST2021-082","23","Fytoplankton, 07.09.2021, 93000005,","4.09","2021-nov-24","MST-SX21",NA,"400","21_23","2021-09-07",NA,"MST2021082","MST2021082::2021-09-07"
"337","Psefar","MST2021-083","MST2021083","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",95600002,10.1517305555556,54.9976833333333,"FYN6300043","2021-10-22","mcp","ddPCR",1.09858117997647,22,10,2021,"1st_season","ddPCR : 1st_season",0.32192577380193,16,9.7517305555556,55.0776833333333,"Psefar","MST2021083_2021-10-22","MST2021083","alkri","Sif","MSTFYN","2021-10-22","FYN6300043",95600002,"54.9976833333333","10.1517305555556","34","1","1500","ja","12","2021-10-29","12.5",NA,"MST2021083","MST2021-083",7.0030003786087,3,3,3,1.09858117997647,1.45333333333333,0.57087041437626,1.07250091174434,1.88089609146118,1.83416575492232,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021083","2021-10-22",95600002,"54.9976833333333","10.1517305555556","FYN6300043",54.9976833333333,10.1517305555556,"MST2021-083","3","Lillebælt Syd, Fyto, Sensommer, 22.10.2021","7.8","2022-jan-11","MST-SX24",NA,"400","24_03","2021-10-22",NA,"MST2021083","MST2021083::2021-10-22"
"338","Psefar","MST2021-083","MST2021083","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",95600002,10.1517305555556,54.9976833333333,"FYN6300043","2021-10-22","mcp","qPCR",1.45333333333333,22,10,2021,"1st_season","qPCR : 1st_season",0.389756559617836,16,9.7517305555556,55.0776833333333,"Psefar","MST2021083_2021-10-22","MST2021083","alkri","Sif","MSTFYN","2021-10-22","FYN6300043",95600002,"54.9976833333333","10.1517305555556","34","1","1500","ja","12","2021-10-29","12.5",NA,"MST2021083","MST2021-083",7.0030003786087,3,3,3,1.09858117997647,1.45333333333333,0.57087041437626,1.07250091174434,1.88089609146118,1.83416575492232,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021083","2021-10-22",95600002,"54.9976833333333","10.1517305555556","FYN6300043",54.9976833333333,10.1517305555556,"MST2021-083","3","Lillebælt Syd, Fyto, Sensommer, 22.10.2021","7.8","2022-jan-11","MST-SX24",NA,"400","24_03","2021-10-22",NA,"MST2021083","MST2021083::2021-10-22"
"339","Psefar","MST2021-085","MST2021085","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",93000001,11.1501055555556,56.1305,"93000001","2021-09-16","mcp","ddPCR",2291.787109375,16,9,2021,"1st_season","ddPCR : 1st_season",3.36036373134748,16,10.7501055555556,56.2105,"Psefar","MST2021085_2021-09-16","MST2021085","krmsk","sif","SJL","2021-09-16","93000001",93000001,"56.1305","11.1501055555556","439","1","1700","ja","8.8E+016","2021-09-22","173.2",NA,"MST2021085","MST2021-085",7.0030003786087,3,3,3,2291.787109375,4066,2257.1989440918,3920.64870141619,2326.58020019532,4211.35129858381,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021085","2021-09-16",93000001,"56.1305","11.1501055555556","93000001",56.1305,11.1501055555556,"MST2021-085","24","Fytoplankton, 16.09.21, 93000001","3.26","2021-nov-24","MST-SX21",NA,"400","21_24","2021-09-16",NA,"MST2021085","MST2021085::2021-09-16"
"340","Psefar","MST2021-085","MST2021085","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",93000001,11.1501055555556,56.1305,"93000001","2021-09-16","mcp","qPCR",4066,16,9,2021,"1st_season","qPCR : 1st_season",3.60927417240459,16,10.7501055555556,56.2105,"Psefar","MST2021085_2021-09-16","MST2021085","krmsk","sif","SJL","2021-09-16","93000001",93000001,"56.1305","11.1501055555556","439","1","1700","ja","8.8E+016","2021-09-22","173.2",NA,"MST2021085","MST2021-085",7.0030003786087,3,3,3,2291.787109375,4066,2257.1989440918,3920.64870141619,2326.58020019532,4211.35129858381,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021085","2021-09-16",93000001,"56.1305","11.1501055555556","93000001",56.1305,11.1501055555556,"MST2021-085","24","Fytoplankton, 16.09.21, 93000001","3.26","2021-nov-24","MST-SX21",NA,"400","21_24","2021-09-16",NA,"MST2021085","MST2021085::2021-09-16"
"341","Psefar","MST2021-088","MST2021088","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",96700057,10.8276944444444,55.4392166666667,"KertemindeBugt","2021-05-20","mcp","ddPCR",6457.6940917969,20,5,2021,"2nd_season","ddPCR : 2nd_season",3.81014471519948,16,10.4276944444444,55.5192166666667,"Psefar","MST2021088_2021-05-20","MST2021088","janeRobertsen","Frigg","MSTFYN","2021-05-20","KertemindeBugt",96700057,"55.4392166666667","10.8276944444444","198","188","1600","ja","75","2021-05-21","73.7",NA,"MST2021088","MST2021-088",7.0030003786087,3,3,3,6457.6940917969,14453.3333333333,6395.00427246095,14203.0668087374,6521.06018066405,14703.5998579293,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021088","2021-05-20",96700057,"55.4392166666667","10.8276944444444","KertemindeBugt",55.4392166666667,10.8276944444444,"MST2021-088","3","BF Kerteminde bugt, 20/5-2021, Jarob","16.5","2022-feb-01","MST-SX25",NA,"400","25_03","2021-05-20",NA,"MST2021088","MST2021088::2021-05-20"
"342","Psefar","MST2021-088","MST2021088","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",96700057,10.8276944444444,55.4392166666667,"KertemindeBugt","2021-05-20","mcp","qPCR",14453.3333333333,20,5,2021,"2nd_season","qPCR : 2nd_season",4.15999806582118,16,10.4276944444444,55.5192166666667,"Psefar","MST2021088_2021-05-20","MST2021088","janeRobertsen","Frigg","MSTFYN","2021-05-20","KertemindeBugt",96700057,"55.4392166666667","10.8276944444444","198","188","1600","ja","75","2021-05-21","73.7",NA,"MST2021088","MST2021-088",7.0030003786087,3,3,3,6457.6940917969,14453.3333333333,6395.00427246095,14203.0668087374,6521.06018066405,14703.5998579293,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021088","2021-05-20",96700057,"55.4392166666667","10.8276944444444","KertemindeBugt",55.4392166666667,10.8276944444444,"MST2021-088","3","BF Kerteminde bugt, 20/5-2021, Jarob","16.5","2022-feb-01","MST-SX25",NA,"400","25_03","2021-05-20",NA,"MST2021088","MST2021088::2021-05-20"
"343","Psefar","MST2021-089","MST2021089","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",94510035,10.6003444444444,56.2094,"EbeltoftVig","2021-05-17","mcp","ddPCR",4020.24597167969,17,5,2021,"2nd_season","ddPCR : 2nd_season",3.60436063885173,16,10.2003444444444,56.2894,"Psefar","MST2021089_2021-05-17","MST2021089","janeRobertsen","Frigg","MSTOJL","2021-05-17","EbeltoftVig",94510035,"56.2094","10.6003444444444","14","13","1400","ja","75","2021-05-20","77.3",NA,"MST2021089","MST2021-089",7.0030003786087,3,3,3,4020.24597167969,9328.33333333333,3975.49499511719,8939.86154113558,4065.33966064453,9716.80512553109,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021089","2021-05-17",94510035,"56.2094","10.6003444444444","EbeltoftVig",56.2094,10.6003444444444,"MST2021-089","6","Ebeltoft Vig-BF, JAROB, 17-05-21, Bundfauna, EB01","5.7","2022-jan-06","MST-SX23",NA,"400","23_06","2021-05-17",NA,"MST2021089","MST2021089::2021-05-17"
"344","Psefar","MST2021-089","MST2021089","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",94510035,10.6003444444444,56.2094,"EbeltoftVig","2021-05-17","mcp","qPCR",9328.33333333333,17,5,2021,"2nd_season","qPCR : 2nd_season",3.96985061052044,16,10.2003444444444,56.2894,"Psefar","MST2021089_2021-05-17","MST2021089","janeRobertsen","Frigg","MSTOJL","2021-05-17","EbeltoftVig",94510035,"56.2094","10.6003444444444","14","13","1400","ja","75","2021-05-20","77.3",NA,"MST2021089","MST2021-089",7.0030003786087,3,3,3,4020.24597167969,9328.33333333333,3975.49499511719,8939.86154113558,4065.33966064453,9716.80512553109,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021089","2021-05-17",94510035,"56.2094","10.6003444444444","EbeltoftVig",56.2094,10.6003444444444,"MST2021-089","6","Ebeltoft Vig-BF, JAROB, 17-05-21, Bundfauna, EB01","5.7","2022-jan-06","MST-SX23",NA,"400","23_06","2021-05-17",NA,"MST2021089","MST2021089::2021-05-17"
"345","Psefar","MST2021-099","MST2021099","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",94400007,10.3166972222222,56.1544166666667,"94400007_ARH170006","2021-08-24","mcp","ddPCR",2875.37017822266,24,8,2021,"1st_season","ddPCR : 1st_season",3.45884477740415,16,9.9166972222222,56.2344166666667,"Psefar","MST2021099_2021-08-24","MST2021099","RasmusBillegrav","Frigg","MSTOJL","2021-08-24","94400007_ARH170006",94400007,"56.1544166666667","10.3166972222222","16","1","1500","ja","3","2021-08-25","175.1",NA,"MST2021099","MST2021-099",7.0030003786087,3,3,3,2875.37017822266,6839.66666666667,2840.05828857422,6754.65882389123,2910.89569091797,6924.6745094421,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021099","2021-08-24",94400007,"56.1544166666667","10.3166972222222","94400007_ARH170006",56.1544166666667,10.3166972222222,"MST2021-099","19",NA,"5.4","2022-jan-11","MST-SX24",NA,"400","24_19","2021-08-24",NA,"MST2021099","MST2021099::2021-08-24"
"346","Psefar","MST2021-099","MST2021099","Pseudochattonella","farcimen","Dictyochophyceae","Ochrophyta","P. farcimen",94400007,10.3166972222222,56.1544166666667,"94400007_ARH170006","2021-08-24","mcp","qPCR",6839.66666666667,24,8,2021,"1st_season","qPCR : 1st_season",3.83509842855431,16,9.9166972222222,56.2344166666667,"Psefar","MST2021099_2021-08-24","MST2021099","RasmusBillegrav","Frigg","MSTOJL","2021-08-24","94400007_ARH170006",94400007,"56.1544166666667","10.3166972222222","16","1","1500","ja","3","2021-08-25","175.1",NA,"MST2021099","MST2021-099",7.0030003786087,3,3,3,2875.37017822266,6839.66666666667,2840.05828857422,6754.65882389123,2910.89569091797,6924.6745094421,"Pseudochattonella","farcimen","P","P. farcimen","MST","Dictyochophyceae","Ochrophyta","MST2021099","2021-08-24",94400007,"56.1544166666667","10.3166972222222","94400007_ARH170006",56.1544166666667,10.3166972222222,"MST2021-099","19",NA,"5.4","2022-jan-11","MST-SX24",NA,"400","24_19","2021-08-24",NA,"MST2021099","MST2021099::2021-08-24"
"347","Psever","MST1022","MST1022","Pseudochattonella","verruculosa","Dictyochophyceae","Ochrophyta","P. verruculosa",94400007,10.3170055555556,56.1547333333333,"ARH1700006_94400007","2021-05-17","mcp","ddPCR",0.292080398648978,17,5,2021,"2nd_season","ddPCR : 2nd_season",0.111289538119785,17,10.0770055555556,55.9947333333333,"Psever","MST1022_2021-05-17","MST1022","janeRobertsen","Frigg","MSTOJL","2021-05-17","ARH1700006_94400007",94400007,"56.1547333333333","10.3170055555556","162","1","1100","ja","9","2021-05-20","10.9",NA,"MST1022","MST1022",0.447889193892479,3,3,3,0.292080398648978,0,0.079152351245284,0,0.72701498866081,0,"Pseudochattonella","verruculosa","P","P. verruculosa","MST","Dictyochophyceae","Ochrophyta","MST1022","2021-05-17",94400007,"56.1547333333333","10.3170055555556","ARH1700006_94400007",56.1547333333333,10.3170055555556,"MST1022","2","Jarob 94400007, 17-05-2021, 1.0 m, ARH170006, FYTO Forår, ARK170006","0.428","2021-dec-08","MST-SX22",NA,"400","22_02","2021-05-17",NA,"MST1022","MST1022::2021-05-17"
"348","Psever","MST1024","MST1024","Pseudochattonella","verruculosa","Dictyochophyceae","Ochrophyta","P. verruculosa",93770056,8.400225,56.6008333333333,"NissumBredning","2021-04-15","mcp","ddPCR",117.640447616577,15,4,2021,"2nd_season","ddPCR : 2nd_season",2.07423277656586,17,8.160225,56.4408333333333,"Psever","MST1024_2021-04-15","MST1024","JOCTH","Musling","MSTMJL","2021-04-15","NissumBredning",93770056,"56.6008333333333","8.400225","6","5","1500","nej",NA,"2021-04-19","69",NA,"MST1024","MST1024",0.447889193892479,3,3,3,117.640447616577,306.466666666667,111.216459274292,273.85833439816,124.071445465088,339.074998935173,"Pseudochattonella","verruculosa","P","P. verruculosa","MST","Dictyochophyceae","Ochrophyta","MST1024","2021-04-15",93770056,"56.6008333333333","8.400225","NissumBredning",56.6008333333333,8.400225,"MST1024","14",NA,"1","2022-jan-06","MST-SX23",NA,"400","23_14","2021-04-15",NA,"MST1024","MST1024::2021-04-15"
"349","Psever","MST1024","MST1024","Pseudochattonella","verruculosa","Dictyochophyceae","Ochrophyta","P. verruculosa",93770056,8.400225,56.6008333333333,"NissumBredning","2021-04-15","mcp","qPCR",306.466666666667,15,4,2021,"2nd_season","qPCR : 2nd_season",2.48779803956698,17,8.160225,56.4408333333333,"Psever","MST1024_2021-04-15","MST1024","JOCTH","Musling","MSTMJL","2021-04-15","NissumBredning",93770056,"56.6008333333333","8.400225","6","5","1500","nej",NA,"2021-04-19","69",NA,"MST1024","MST1024",0.447889193892479,3,3,3,117.640447616577,306.466666666667,111.216459274292,273.85833439816,124.071445465088,339.074998935173,"Pseudochattonella","verruculosa","P","P. verruculosa","MST","Dictyochophyceae","Ochrophyta","MST1024","2021-04-15",93770056,"56.6008333333333","8.400225","NissumBredning",56.6008333333333,8.400225,"MST1024","14",NA,"1","2022-jan-06","MST-SX23",NA,"400","23_14","2021-04-15",NA,"MST1024","MST1024::2021-04-15"
"350","Psever","MST2021-019","MST2021019","Pseudochattonella","verruculosa","Dictyochophyceae","Ochrophyta","P. verruculosa",93000005,10.7834722222222,56.8566666666667,"NOR409_aalborgBugt","2021-05-25","mcp","ddPCR",0.378590710461139,25,5,2021,"2nd_season","ddPCR : 2nd_season",0.139435347704476,17,10.5434722222222,56.6966666666667,"Psever","MST2021019_2021-05-25","MST2021019","ALKRI_NICRA","Sif","MST_NJL","2021-05-25","NOR409_aalborgBugt",93000005,"56.8566666666667","10.7834722222222","146","1","1650","ja","11m","2021-05-31","88",NA,"MST2021019","MST2021-019",0.447889193892479,3,3,3,0.378590710461139,0,0.102595668286085,0,0.94235748052597,0,"Pseudochattonella","verruculosa","P","P. verruculosa","MST","Dictyochophyceae","Ochrophyta","MST2021019","2021-05-25",93000005,"56.8566666666667","10.7834722222222","NOR409_aalborgBugt",56.8566666666667,10.7834722222222,"MST2021-019","21","NOR409, plankton, 12.05.21","3.86","2022-jan-11","MST-SX24",NA,"400","24_21","2021-05-25",NA,"MST2021019","MST2021019::2021-05-25"
"351","Psever","MST2021-019","MST2021019","Pseudochattonella","verruculosa","Dictyochophyceae","Ochrophyta","P. verruculosa",93000005,10.7834722222222,56.8566666666667,"NOR409_aalborgBugt","2021-05-25","mcp","ddPCR",0.378590710461139,25,5,2021,"2nd_season","ddPCR : 2nd_season",0.139435347704476,17,10.5434722222222,56.6966666666667,"Psever","MST2021019_2021-05-25","MST2021019","ALKRI_NICRA","Sif","MST_NJL","2021-05-25","NOR409_aalborgBugt",93000005,"56.8566666666667","10.7834722222222","146","1","1650","ja","11m","2021-05-31","88",NA,"MST2021019","MST2021-019",0.447889193892479,3,3,3,0.378590710461139,0,0.102595668286085,0,0.94235748052597,0,"Pseudochattonella","verruculosa","P","P. verruculosa","MST","Dictyochophyceae","Ochrophyta","MST2021019","2021-05-25",93000005,"56.8566666666667","10.7834722222222","NOR409_aalborgBugt",56.8566666666667,10.7834722222222,"MST2021-019","6",NA,"4.94","'2023-jan24","MST-SX26",NA,"400","26_06","2022-04-29",NA,"MST2021019","MST2021019::2022-04-29"
"352","Psever","MST2021-028","MST2021028","Pseudochattonella","verruculosa","Dictyochophyceae","Ochrophyta","P. verruculosa",92200001,9.90025555555555,57.6078333333333,"HirtshalsNOR7715_92200001","2021-09-27","mcp","ddPCR",12.808245420456,27,9,2021,"1st_season","ddPCR : 1st_season",1.14013849736031,17,9.66025555555555,57.4478333333333,"Psever","MST2021028_2021-09-27","MST2021028","SvendaageBendtsen","MagretheGaardbo","Nordjylland","2021-09-27","HirtshalsNOR7715_92200001",92200001,"57.6078333333333","9.90025555555555","18",NA,"1200","nej",NA,"2021-10-09","15","VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete","MST2021028","MST2021-028",0.447889193892479,3,3,3,12.808245420456,39.2833333333333,10.8454263210296,36.3554273694517,14.9955105781555,42.2112392972149,"Pseudochattonella","verruculosa","P","P. verruculosa","MST","Dictyochophyceae","Ochrophyta","MST2021028","2021-09-27",92200001,"57.6078333333333","9.90025555555555","HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,"MST2021-028","6","'eDNA Hirtshals_27_9_21","0.58","2021-nov-24","MST-SX21",NA,"400","21_06","2021-09-27",NA,"MST2021028","MST2021028::2021-09-27"
"353","Psever","MST2021-028","MST2021028","Pseudochattonella","verruculosa","Dictyochophyceae","Ochrophyta","P. verruculosa",92200001,9.90025555555555,57.6078333333333,"HirtshalsNOR7715_92200001","2021-09-27","mcp","ddPCR",12.808245420456,27,9,2021,"1st_season","ddPCR : 1st_season",1.14013849736031,17,9.66025555555555,57.4478333333333,"Psever","MST2021028_2021-09-27","MST2021028","SvendaageBendtsen","MagretheGaardbo","Nordjylland","2021-09-27","HirtshalsNOR7715_92200001",92200001,"57.6078333333333","9.90025555555555","18",NA,"1200","nej",NA,"2021-10-09","15","VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete","MST2021028","MST2021-028",0.447889193892479,3,3,3,12.808245420456,39.2833333333333,10.8454263210296,36.3554273694517,14.9955105781555,42.2112392972149,"Pseudochattonella","verruculosa","P","P. verruculosa","MST","Dictyochophyceae","Ochrophyta","MST2021028","2021-09-27",92200001,"57.6078333333333","9.90025555555555","HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,"MST2021-028","21","'9/5-22,MST2021-029,91500007","14.6","'2023-jan31","MST-SX27",NA,"400","27_21","2022-05-09",NA,"MST2021028","MST2021028::2022-05-09"
"354","Psever","MST2021-028","MST2021028","Pseudochattonella","verruculosa","Dictyochophyceae","Ochrophyta","P. verruculosa",92200001,9.90025555555555,57.6078333333333,"HirtshalsNOR7715_92200001","2021-09-27","mcp","qPCR",39.2833333333333,27,9,2021,"1st_season","qPCR : 1st_season",1.60512540002401,17,9.66025555555555,57.4478333333333,"Psever","MST2021028_2021-09-27","MST2021028","SvendaageBendtsen","MagretheGaardbo","Nordjylland","2021-09-27","HirtshalsNOR7715_92200001",92200001,"57.6078333333333","9.90025555555555","18",NA,"1200","nej",NA,"2021-10-09","15","VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete","MST2021028","MST2021-028",0.447889193892479,3,3,3,12.808245420456,39.2833333333333,10.8454263210296,36.3554273694517,14.9955105781555,42.2112392972149,"Pseudochattonella","verruculosa","P","P. verruculosa","MST","Dictyochophyceae","Ochrophyta","MST2021028","2021-09-27",92200001,"57.6078333333333","9.90025555555555","HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,"MST2021-028","6","'eDNA Hirtshals_27_9_21","0.58","2021-nov-24","MST-SX21",NA,"400","21_06","2021-09-27",NA,"MST2021028","MST2021028::2021-09-27"
"355","Psever","MST2021-028","MST2021028","Pseudochattonella","verruculosa","Dictyochophyceae","Ochrophyta","P. verruculosa",92200001,9.90025555555555,57.6078333333333,"HirtshalsNOR7715_92200001","2021-09-27","mcp","qPCR",39.2833333333333,27,9,2021,"1st_season","qPCR : 1st_season",1.60512540002401,17,9.66025555555555,57.4478333333333,"Psever","MST2021028_2021-09-27","MST2021028","SvendaageBendtsen","MagretheGaardbo","Nordjylland","2021-09-27","HirtshalsNOR7715_92200001",92200001,"57.6078333333333","9.90025555555555","18",NA,"1200","nej",NA,"2021-10-09","15","VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete","MST2021028","MST2021-028",0.447889193892479,3,3,3,12.808245420456,39.2833333333333,10.8454263210296,36.3554273694517,14.9955105781555,42.2112392972149,"Pseudochattonella","verruculosa","P","P. verruculosa","MST","Dictyochophyceae","Ochrophyta","MST2021028","2021-09-27",92200001,"57.6078333333333","9.90025555555555","HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,"MST2021-028","21","'9/5-22,MST2021-029,91500007","14.6","'2023-jan31","MST-SX27",NA,"400","27_21","2022-05-09",NA,"MST2021028","MST2021028::2022-05-09"
